0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,4.837716,14.782791,0.11823604,0.0,0.0,0.0,6.6161294,2.9759572,48.58027,17.793161,0.0,4.939855,0.0,0.0,0.0,0.0,12.842703,18.278831,9.184201,0.0,0.0,9.292574,1.9159825,0.0,0.0,0.0,0.0,0.0,0.0,16.818123,9.323225,8.130166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2393765,1.7165705,8.33458,2.1893332,0.31876746,3.5410001,0.0,0.0,0.0,11.845733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.843375,0.0,0.0,0.0,0.0,0.0,0.9504291,0.0,0.0,0.0,0.4492022,0.0,0.0,0.0,0.0,0.0,0.0,5.724211,16.649374,15.901312,0.0,0.0,0.0,4.019654,0.0,6.5010953,0.0,0.0,0.0,0.0,0.0,0.0,8.099093,0.0,12.960205,0.0,0.0,0.0,20.07491,0.0,15.175743,0.0
0.0,0.0,0.102251396,11.275515,0.0,0.0,0.0,0.0,4.818571,53.39407,0.0,0.0,0.89804494,0.0,0.0,0.0,0.0,7.909656,19.771383,6.009276,0.0,0.0,9.681239,16.329344,0.0,0.0,16.497007,0.0,0.0,0.0,0.0,0.0,20.970026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.601513,10.076393,4.567615,10.855392,10.034559,9.526791,23.02433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8565507,0.0,0.0,0.0,8.957277,0.0,1.336116,0.0,0.0,0.0,20.763243,0.0,0.0,0.0,0.0,0.0,5.884238,3.2750533,0.0,1.6058424,16.327961,0.0,0.0,10.460269,0.0,9.902928,0.0,0.0,0.0,0.0,0.0,0.0,5.7277765,0.0,3.0885956,0.0,19.151217,0.0,4.3635454,0.0,2.5822482,0.0
0.0,0.0,14.011798,2.4893003,0.0,0.0,0.0,6.9533706,10.407907,48.439705,8.542545,0.0,4.4563065,0.0,0.0,0.0,0.0,9.646544,16.495224,0.0,0.0,0.0,3.5353532,0.0,0.0,0.0,11.344658,0.0,0.0,0.0,5.9460635,1.4866811,23.231125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7238295,6.4281244,0.0,8.512663,3.307889,2.5329895,4.962507,0.0,0.0,11.558155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.082565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.704655,0.0,0.0,0.0,1.6024233,0.0,7.058308,12.103898,8.247499,21.362879,5.129671,0.0,0.0,7.0320396,0.0,6.400688,0.0,0.0,0.0,0.0,0.0,0.0,2.1533089,0.0,15.220064,0.0,0.856088,0.0,8.915046,0.0,8.474454,0.0
0.0,0.0,4.293988,3.8129792,0.0,0.0,0.0,0.0,0.0,45.294933,2.5376313,0.0,1.3833159,0.0,0.0,0.0,0.0,20.4243,23.164133,6.5196905,0.0,0.0,27.206558,14.884549,0.0,0.0,9.69534,0.0,0.0,0.0,16.857061,8.275606,0.9022276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66924,8.435705,11.066542,17.917019,4.6672354,6.377329,10.516143,0.0,0.0,8.123467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9402843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.620493,5.98426,14.957193,0.26480967,0.0,0.0,4.250464,0.0,14.991534,0.0,0.0,0.0,0.0,0.0,0.0,0.037610535,0.0,22.983654,0.0,4.5423446,0.0,19.773916,0.0,17.969164,0.0
0.0,4.541855,11.162057,5.245786,0.0,0.0,0.0,0.0,13.506291,52.694733,7.12147,0.0,12.594302,0.0,0.0,0.0,0.0,3.3535638,12.646295,2.5185347,0.0,0.0,3.2285252,5.134544,0.0,0.0,1.3450575,0.0,0.0,0.0,5.924166,6.664423,23.942642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6514897,0.0,4.0946856,0.0,3.5035079,12.992864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0365562,0.0,0.0,0.0,0.0,0.0,4.25268,0.0,0.0,0.0,13.125203,0.0,0.0,0.0,8.990391,0.0,8.127824,1.7621468,14.384111,9.554445,11.520605,0.0,0.0,6.137536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3082876,0.0,6.3500085,0.0,0.38498002,0.0,6.5896134,0.0,2.2317603,0.0
0.0,0.0,14.44837,0.0,0.0,0.0,0.0,8.512816,5.0120792,45.043957,13.437592,0.0,0.0,0.0,0.0,0.0,0.0,18.577648,10.900319,0.0,0.0,0.0,11.852347,3.682276,0.0,0.0,0.0,0.0,0.0,0.0,6.32875,12.574125,11.659127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3057837,8.003005,5.2603617,3.9157639,9.410708,3.8349116,0.0,0.0,7.9382467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.424188,0.0,0.0,0.0,2.2296686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1562201,0.0,13.239042,6.6620593,7.3181353,19.758795,5.5352,0.0,0.0,7.5849113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9111266,0.0,16.487326,0.0,0.0,0.0,29.04104,0.0,8.809625,0.0
0.0,1.3089248,15.697836,2.116262,0.0,0.0,0.0,10.403375,12.271965,46.731045,4.848524,0.0,3.4927912,0.0,0.0,0.0,0.0,13.151908,17.801113,2.6486583,0.0,0.0,0.0,0.0,0.0,0.0,13.568894,0.0,0.0,0.0,0.0,1.6077195,17.428558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809623,6.4164367,2.952783,10.984997,4.931072,12.227161,0.0,0.0,0.0,16.734932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.614792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.281457,0.0,0.0,0.0,0.0,0.0,6.045095,18.960005,1.6095086,18.386992,4.595532,0.0,0.0,3.9114041,0.0,10.958246,0.0,0.0,0.0,0.0,0.0,0.0,4.4310255,0.0,11.403782,0.0,0.81127673,0.0,13.897428,0.0,16.266157,0.0
0.0,0.0,13.122606,3.1848583,0.0,0.0,0.0,3.14581,8.033346,45.983925,14.092239,0.0,12.445057,0.0,0.0,0.0,0.0,9.604152,14.075666,4.58589,0.0,0.0,11.885302,2.9328165,0.0,0.0,0.0,0.0,0.0,0.0,18.96923,15.728662,14.545868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.619375,5.1211543,0.0,8.00155,0.0,0.0,3.1542637,0.0,0.0,6.1976547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6729627,0.0,0.0,0.0,0.0,0.0,1.6801358,0.0,0.0,0.0,5.3404593,0.0,0.0,0.0,9.737256,0.0,4.8113904,6.204481,19.868359,14.610607,0.0,0.0,0.0,0.0,0.0,3.5352318,0.0,0.0,0.0,0.0,0.0,0.0,5.7539425,0.0,12.3478155,0.0,0.0,0.0,9.12851,0.0,8.611771,0.0
0.0,2.2882369,1.9618877,12.660596,0.0,0.0,0.0,0.0,8.378655,54.677017,0.0,0.0,9.40064,0.0,0.0,0.0,0.0,6.356974,16.410015,11.56768,0.0,0.0,7.8365574,18.187151,0.0,0.0,9.814344,0.0,0.0,0.0,1.8776131,5.460495,17.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3835297,8.376269,1.1724925,11.218679,5.4940133,13.310575,21.476204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.003168,0.0,3.6550388,0.0,0.0,0.0,17.670668,0.0,0.0,0.0,4.658402,0.0,5.2250915,2.5820096,3.9986708,0.0,17.222048,0.0,0.0,5.7573414,0.0,2.0186756,0.0,0.0,0.0,0.0,0.0,0.0,6.6736116,0.0,0.0,0.0,14.066812,0.0,5.109121,0.0,3.5316682,0.0
0.0,6.029133,0.0,7.4981294,0.0,0.0,0.0,2.8346655,4.9924803,50.33123,5.9342203,0.0,6.537102,0.0,0.0,0.0,0.0,0.0,14.399294,12.046262,0.0,0.0,2.8958075,7.2717857,0.0,0.0,15.576279,0.0,0.0,0.0,11.455335,0.0,27.48554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.452082,0.0,0.41846326,0.0,11.786248,0.0,11.831922,0.0,0.0,7.7206807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.620773,0.0,0.0,0.0,8.009874,0.0,11.328938,0.0,0.0,0.0,25.768599,0.0,0.0,0.0,3.400127,0.0,0.0,2.233392,4.880297,4.963826,7.944619,0.0,0.0,9.954453,0.0,15.709007,0.0,0.0,0.0,0.0,0.0,0.0,10.0877905,0.0,0.0,0.0,23.539497,0.0,0.0,0.0,0.0,0.0
